Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Bob Perryman,28.0,DEN,RB,4.0,1.0,3.0,-1.0,0.0,1.0,-0.3,-0.3,0.8,0.0,,1992
Ricky Proehl,24.0,PHO,WR,16.0,15.0,3.0,23.0,0.0,10.0,7.7,1.4,0.2,5.0,,1992
Webster Slaughter,28.0,HOU,WR,12.0,9.0,3.0,20.0,0.0,10.0,6.7,1.7,0.3,3.0,,1992
Doug Thomas,23.0,SEA,WR,12.0,4.0,3.0,7.0,0.0,8.0,2.3,0.6,0.3,1.0,,1992
Tom Tupa,26.0,IND,QB,3.0,0.0,3.0,9.0,0.0,10.0,3.0,3.0,1.0,1.0,,1992
Jeff Blake,22.0,NYJ,QB,3.0,0.0,2.0,-2.0,0.0,1.0,-1.0,-0.7,0.7,1.0,,1992
Bill Brooks,28.0,IND,WR,14.0,10.0,2.0,14.0,0.0,8.0,7.0,1.0,0.1,0.0,,1992
Robert Brooks,22.0,GNB,WR,16.0,1.0,2.0,14.0,0.0,8.0,7.0,0.9,0.1,0.0,,1992
Dave Brown,22.0,NYG,QB,2.0,0.0,2.0,-1.0,0.0,1.0,-0.5,-0.5,1.0,0.0,,1992
Gary Clark,30.0,WAS,WR,16.0,14.0,2.0,18.0,0.0,12.0,9.0,1.1,0.1,1.0,,1992
Derrick Gainer,26.0,RAI,RB,2.0,0.0,2.0,10.0,0.0,6.0,5.0,5.0,1.0,0.0,,1992
Kelly Goodburn,30.0,WAS,P,16.0,0.0,2.0,1.0,0.0,5.0,0.5,0.1,0.1,0.0,,1992
Corey Harris,23.0,GNB,DB,10.0,0.0,2.0,10.0,0.0,7.0,5.0,1.0,0.2,0.0,,1992
Reggie Johnson,24.0,DEN,TE,15.0,7.0,2.0,7.0,0.0,8.0,3.5,0.5,0.1,0.0,,1992
Ernie Jones,28.0,PHO,WR,11.0,5.0,2.0,-3.0,0.0,1.0,-1.5,-0.3,0.2,0.0,,1992
John Kidd,31.0,SDG,P,16.0,0.0,2.0,-13.0,0.0,,-6.5,-0.8,0.1,1.0,,1992
Nate Lewis,26.0,SDG,WR,15.0,7.0,2.0,7.0,0.0,4.0,3.5,0.5,0.1,1.0,,1992
Kelvin Martin,27.0,DAL,WR,16.0,1.0,2.0,13.0,0.0,8.0,6.5,0.8,0.1,2.0,,1992
Greg McMurtry,25.0,NWE,WR,16.0,15.0,2.0,3.0,0.0,2.0,1.5,0.2,0.1,0.0,,1992
Dexter McNabb,23.0,GNB,FB,16.0,0.0,2.0,11.0,0.0,8.0,5.5,0.7,0.1,0.0,,1992
Greg Montgomery,28.0,HOU,P,16.0,0.0,2.0,-14.0,0.0,,-7.0,-0.9,0.1,1.0,,1992
Shannon Sharpe,24.0,DEN,TE,16.0,11.0,2.0,-6.0,0.0,-3.0,-3.0,-0.4,0.1,1.0,PB,1992
Vai Sikahema,30.0,PHI,RB,16.0,0.0,2.0,2.0,0.0,1.0,1.0,0.1,0.1,0.0,,1992
Jesse Solomon,29.0,ATL,LILB,16.0,14.0,2.0,12.0,0.0,12.0,6.0,0.8,0.1,0.0,,1992
Lawyer Tillman,26.0,CLE,WR,11.0,9.0,2.0,15.0,0.0,15.0,7.5,1.4,0.2,1.0,,1992
Vernon Turner,25.0,RAM,WR,12.0,0.0,2.0,14.0,0.0,9.0,7.0,1.2,0.2,3.0,,1992
Warren Williams,27.0,PIT,RB,16.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1992
Klaus Wilmsmeyer,25.0,SFO,P,15.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1992
Kimble Anders,26.0,KAN,RB,11.0,2.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,1.0,,1992
Fred Barnett,26.0,PHI,WR,16.0,16.0,1.0,-15.0,0.0,-15.0,-15.0,-0.9,0.1,1.0,PB,1992
Don Beebe,28.0,BUF,WR,12.0,8.0,1.0,-6.0,0.0,-6.0,-6.0,-0.5,0.1,1.0,,1992
Brian Blades,27.0,SEA,WR,6.0,5.0,1.0,5.0,0.0,5.0,5.0,0.8,0.2,1.0,,1992
Eric Blount,22.0,PHO,WR,4.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.3,0.3,0.0,,1992
Rob Carpenter,24.0,NYJ,WR,16.0,0.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,3.0,,1992
Ben Coates,23.0,NWE,TE,16.0,2.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,1.0,,1992
Willie Davis,25.0,KAN,WR,16.0,14.0,1.0,-11.0,0.0,-11.0,-11.0,-0.7,0.1,0.0,,1992
Al Edwards,25.0,BUF,WR,7.0,0.0,1.0,8.0,0.0,8.0,8.0,1.1,0.1,1.0,,1992
Craig Erickson,23.0,TAM,QB,6.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.2,0.2,0.0,,1992
Irving Fryar,30.0,NWE,WR,15.0,14.0,1.0,6.0,0.0,8.0,6.0,0.4,0.1,0.0,,1992
Scott Fulhage,31.0,ATL,P,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,0.0,,1992
Willie Gault,32.0,RAI,WR,16.0,16.0,1.0,6.0,0.0,6.0,6.0,0.4,0.1,0.0,,1992
Jeff Gossett,35.0,RAI,P,16.0,0.0,1.0,-12.0,0.0,-12.0,-12.0,-0.8,0.1,1.0,,1992
Alvin Harper,24.0,DAL,WR,16.0,13.0,1.0,15.0,0.0,15.0,15.0,0.9,0.1,1.0,,1992
Leonard Harris,32.0,HOU,WR,14.0,7.0,1.0,8.0,0.0,8.0,8.0,0.6,0.1,0.0,,1992
Emile Harry,29.0,2TM,WR,11.0,0.0,1.0,27.0,0.0,27.0,27.0,2.5,0.1,0.0,,1992
Emile Harry,29.0,KAN,WR,7.0,0.0,1.0,27.0,0.0,27.0,27.0,3.9,0.1,0.0,,1992
Randal Hill,23.0,PHO,WR,16.0,14.0,1.0,4.0,0.0,4.0,4.0,0.3,0.1,2.0,,1992
Michael Irvin,26.0,DAL,WR,16.0,14.0,1.0,-9.0,0.0,-9.0,-9.0,-0.6,0.1,1.0,"PB,AP-2",1992
Michael Jackson,23.0,CLE,WR,16.0,14.0,1.0,21.0,0.0,21.0,21.0,1.3,0.1,0.0,,1992
Hassan Jones,28.0,MIN,WR,9.0,5.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,0.0,,1992
Reggie Langhorne,29.0,IND,WR,16.0,12.0,1.0,-7.0,0.0,-7.0,-7.0,-0.4,0.1,0.0,,1992
Tony Martin,27.0,MIA,WR,16.0,3.0,1.0,-2.0,0.0,-2.0,-2.0,-0.1,0.1,2.0,,1992
Anthony Miller,27.0,SDG,WR,16.0,16.0,1.0,-1.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,PB,1992
Ernie Mills,24.0,PIT,WR,16.0,5.0,1.0,20.0,0.0,20.0,20.0,1.3,0.1,2.0,,1992
Chris Mohr,26.0,BUF,P,15.0,0.0,1.0,11.0,0.0,11.0,11.0,0.7,0.1,0.0,,1992
Rob Moore,24.0,NYJ,WR,16.0,15.0,1.0,21.0,0.0,21.0,21.0,1.3,0.1,0.0,,1992
Mike Pagel,32.0,RAM,QB,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,1.0,,1992
Jeff Query,25.0,CIN,WR,10.0,2.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,0.0,,1992
Bucky Richardson,23.0,HOU,QB,7.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,,1992
Deion Sanders,25.0,ATL,RCB,13.0,12.0,1.0,-4.0,0.0,-4.0,-4.0,-0.3,0.1,3.0,"PB,AP-1",1992
Dan Stryzinski,27.0,TAM,P,16.0,0.0,1.0,7.0,0.0,7.0,7.0,0.4,0.1,0.0,,1992
Steve Tasker,30.0,BUF,WR,15.0,2.0,1.0,9.0,0.0,9.0,9.0,0.6,0.1,0.0,PB,1992
John Taylor,30.0,SFO,WR,9.0,8.0,1.0,10.0,0.0,10.0,10.0,1.1,0.1,0.0,,1992
Robb Thomas,26.0,SEA,WR,15.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.1,0.1,1.0,,1992
Spencer Tillman,28.0,HOU,RB,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1,2.0,,1992
Rick Tuten,27.0,SEA,P,16.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.1,2.0,,1992
Peter Tom Willis,25.0,CHI,QB,9.0,2.0,1.0,2.0,0.0,2.0,2.0,0.2,0.1,0.0,,1992
Ron Wolfley,30.0,CLE,RB,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.1,0.1,0.0,,1992
