Player,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Year,Rec_Tgt,Rec_Y/Tgt
Jermaine Williams,2.0,11.0,0.0,5.5,2001,3.0,3.7
R.J. Bowers,1.0,0.0,0.0,0.0,2001,1.0,0.0
Jay Graham,1.0,6.0,0.0,6.0,2001,1.0,6.0
Derrick Harris,1.0,7.0,0.0,7.0,2001,3.0,2.3
Robert Holcombe,1.0,14.0,0.0,14.0,2001,1.0,14.0
Leon Johnson,1.0,0.0,0.0,0.0,2001,2.0,0.0
Curtis Keaton,1.0,9.0,0.0,9.0,2001,1.0,9.0
Kevin McDougal,1.0,10.0,0.0,10.0,2001,2.0,5.0
Dennis McKinley,1.0,10.0,0.0,10.0,2001,1.0,10.0
Wes Ours,1.0,3.0,0.0,3.0,2001,1.0,3.0
Travis Prentice,1.0,10.0,0.0,10.0,2001,1.0,10.0
Charlie Rogers,1.0,7.0,0.0,7.0,2001,1.0,7.0
Jerald Sowell,1.0,19.0,0.0,19.0,2001,1.0,19.0
Terry Witherspoon,1.0,9.0,0.0,9.0,2001,1.0,9.0
Mike Cloud,0.0,0.0,0.0,0.0,2001,0.0,0.0
Autry Denson,0.0,0.0,0.0,0.0,2001,0.0,0.0
Deon Dyer,0.0,0.0,0.0,0.0,2001,2.0,0.0
Heath Evans,0.0,0.0,0.0,0.0,2001,0.0,0.0
Jim Finn,0.0,0.0,0.0,0.0,2001,1.0,0.0
Herbert Goodman,0.0,0.0,0.0,0.0,2001,0.0,0.0
Ronney Jenkins,0.0,0.0,0.0,0.0,2001,0.0,0.0
Travis Jervey,0.0,0.0,0.0,0.0,2001,0.0,0.0
Nick Luchey,0.0,0.0,0.0,0.0,2001,1.0,0.0
Fred McAfee,0.0,0.0,0.0,0.0,2001,0.0,0.0
Frank Moreau,0.0,0.0,0.0,0.0,2001,0.0,0.0
Brock Olivo,0.0,0.0,0.0,0.0,2001,1.0,0.0
Stanley Pritchett,0.0,0.0,0.0,0.0,2001,1.0,0.0
Rod Smart,0.0,0.0,0.0,0.0,2001,0.0,0.0
Paul Smith,0.0,0.0,0.0,0.0,2001,0.0,0.0
Tony Taylor,0.0,0.0,0.0,0.0,2001,0.0,0.0
Justin Watson,0.0,0.0,0.0,0.0,2001,0.0,0.0
Charlie Garner,91.0,941.0,4.0,10.3,2002,111.0,8.5
Marshall Faulk,80.0,537.0,2.0,6.7,2002,102.0,5.3
LaDainian Tomlinson,79.0,489.0,1.0,6.2,2002,101.0,4.8
Priest Holmes,70.0,672.0,3.0,9.6,2002,81.0,8.3
Tiki Barber,69.0,597.0,0.0,8.7,2002,95.0,6.3
Jamel White,63.0,452.0,0.0,7.2,2002,86.0,5.3
Edgerrin James,61.0,354.0,1.0,5.8,2002,80.0,4.4
Shaun Alexander,59.0,460.0,2.0,7.8,2002,78.0,5.9
Michael Pittman,59.0,477.0,0.0,8.1,2002,86.0,5.5
Ahman Green,57.0,393.0,2.0,6.9,2002,74.0,5.3
Duce Staley,51.0,541.0,3.0,10.6,2002,69.0,7.8
Warrick Dunn,50.0,377.0,2.0,7.5,2002,66.0,5.7
Curtis Martin,49.0,362.0,0.0,7.4,2002,56.0,6.5
Fred Taylor,49.0,408.0,0.0,8.3,2002,57.0,7.2
Garrison Hearst,48.0,317.0,1.0,6.6,2002,69.0,4.6
James Allen,47.0,302.0,0.0,6.4,2002,57.0,5.3
Jamal Lewis,47.0,442.0,1.0,9.4,2002,60.0,7.4
Deuce McAllister,47.0,352.0,3.0,7.5,2002,74.0,4.8
Ricky Williams,47.0,363.0,1.0,7.7,2002,59.0,6.2
James Stewart,46.0,333.0,2.0,7.2,2002,70.0,4.8
Richie Anderson,45.0,257.0,1.0,5.7,2002,56.0,4.6
Larry Centers,43.0,388.0,0.0,9.0,2002,63.0,6.2
Corey Dillon,43.0,298.0,0.0,6.9,2002,61.0,4.9
Travis Henry,43.0,309.0,1.0,7.2,2002,59.0,5.2
Amos Zereoue,42.0,341.0,0.0,8.1,2002,53.0,6.4
Marcel Shipp,38.0,413.0,3.0,10.9,2002,49.0,8.4
Michael Bennett,37.0,351.0,1.0,9.5,2002,41.0,8.6
Kevin Faulk,37.0,379.0,3.0,10.2,2002,53.0,7.2
Eddie George,36.0,255.0,2.0,7.1,2002,46.0,5.5
Mike Alstott,35.0,242.0,2.0,6.9,2002,48.0,5.0
Cory Schlesinger,35.0,263.0,0.0,7.5,2002,54.0,4.9
Rob Konrad,34.0,233.0,3.0,6.9,2002,45.0,5.2
Clinton Portis,33.0,364.0,2.0,11.0,2002,49.0,7.4
Kenny Watson,32.0,253.0,1.0,7.9,2002,43.0,5.9
Antowain Smith,31.0,243.0,2.0,7.8,2002,42.0,5.8
Lamar Gordon,30.0,278.0,2.0,9.3,2002,38.0,7.3
Moe Williams,27.0,251.0,0.0,9.3,2002,43.0,5.8
William Henderson,26.0,168.0,3.0,6.5,2002,32.0,5.3
Anthony Thomas,24.0,163.0,0.0,6.8,2002,41.0,4.0
Stephen Davis,23.0,142.0,1.0,6.2,2002,33.0,4.3
Marc Edwards,23.0,196.0,0.0,8.5,2002,32.0,6.1
Fred Beasley,22.0,152.0,1.0,6.9,2002,32.0,4.8
Fred McCrary,22.0,96.0,3.0,4.4,2002,31.0,3.1
Mack Strong,22.0,120.0,2.0,5.5,2002,32.0,3.8
Troy Hambrick,21.0,99.0,0.0,4.7,2002,24.0,4.1
Lorenzo Neal,21.0,133.0,1.0,6.3,2002,29.0,4.6
Thomas Jones,20.0,113.0,0.0,5.7,2002,30.0,3.8
Lamar Smith,20.0,167.0,0.0,8.4,2002,26.0,6.4
Aveion Cason,19.0,288.0,2.0,15.2,2002,32.0,9.0
Dorsey Levens,19.0,124.0,1.0,6.5,2002,28.0,4.4
Stanley Pritchett,19.0,165.0,1.0,8.7,2002,27.0,6.1
Mike Anderson,18.0,167.0,2.0,9.3,2002,24.0,7.0
Brandon Bennett,18.0,109.0,0.0,6.1,2002,25.0,4.4
Robert Edwards,18.0,126.0,1.0,7.0,2002,23.0,5.5
Tony Fisher,18.0,70.0,0.0,3.9,2002,22.0,3.2
Olandis Gary,18.0,148.0,0.0,8.2,2002,20.0,7.4
Nick Goings,18.0,91.0,0.0,5.1,2002,29.0,3.1
Dan Kreider,18.0,122.0,1.0,6.8,2002,25.0,4.9
Tony Richardson,18.0,125.0,1.0,6.9,2002,23.0,5.4
Dee Brown,17.0,86.0,1.0,5.1,2002,33.0,2.6
Brad Hoover,17.0,187.0,2.0,11.0,2002,30.0,6.2
LaMont Jordan,17.0,160.0,0.0,9.4,2002,23.0,7.0
Terry Kirby,17.0,115.0,1.0,6.8,2002,22.0,5.2
William Green,16.0,113.0,0.0,7.1,2002,27.0,4.2
Leon Johnson,16.0,125.0,0.0,7.8,2002,27.0,4.6
John Simon,16.0,167.0,3.0,10.4,2002,17.0,9.8
Emmitt Smith,16.0,89.0,0.0,5.6,2002,24.0,3.7
Bryan Johnson,15.0,114.0,0.0,7.6,2002,19.0,6.0
Joel Makovicka,15.0,81.0,3.0,5.4,2002,19.0,4.3
Cecil Martin,15.0,126.0,0.0,8.4,2002,22.0,5.7
Kevan Barlow,14.0,136.0,1.0,9.7,2002,21.0,6.5
Chester Taylor,14.0,129.0,2.0,9.2,2002,22.0,5.9
Bob Christian,13.0,174.0,0.0,13.4,2002,24.0,7.3
James Mungro,13.0,81.0,0.0,6.2,2002,16.0,5.1
Charles Stackhouse,13.0,88.0,3.0,6.8,2002,18.0,4.9
Aaron Stecker,13.0,69.0,0.0,5.3,2002,16.0,4.3
Michael Wiley,13.0,144.0,0.0,11.1,2002,29.0,5.0
Ladell Betts,12.0,154.0,0.0,12.8,2002,17.0,9.1
Robert Thomas,12.0,80.0,0.0,6.7,2002,16.0,5.0
Tyrone Wheatley,12.0,71.0,0.0,5.9,2002,20.0,3.6
Rock Cartwright,11.0,121.0,1.0,11.0,2002,13.0,9.3
Ron Dayne,11.0,49.0,0.0,4.5,2002,12.0,4.1
Stacey Mack,11.0,79.0,0.0,7.2,2002,13.0,6.1
Greg Comella,10.0,70.0,0.0,7.0,2002,15.0,4.7
Terrell Fletcher,10.0,62.0,0.0,6.2,2002,17.0,3.6
Robert Holcombe,10.0,91.0,0.0,9.1,2002,11.0,8.3
Alan Ricard,10.0,60.0,0.0,6.0,2002,14.0,4.3
Jon Ritchie,10.0,66.0,1.0,6.6,2002,21.0,3.1
T.J. Duckett,9.0,61.0,0.0,6.8,2002,11.0,5.5
James Hodgins,9.0,47.0,0.0,5.2,2002,10.0,4.7
Terrelle Smith,9.0,30.0,0.0,3.3,2002,13.0,2.3
Jerald Sowell,9.0,85.0,1.0,9.4,2002,13.0,6.5
Jonathan Wells,9.0,48.0,0.0,5.3,2002,12.0,4.0
Brian Westbrook,9.0,86.0,0.0,9.6,2002,13.0,6.6
Heath Evans,8.0,41.0,0.0,5.1,2002,12.0,3.4
Jerome Bettis,7.0,57.0,0.0,8.1,2002,9.0,6.3
Mike Green,7.0,57.0,1.0,8.1,2002,10.0,5.7
Nick Luchey,7.0,46.0,0.0,6.6,2002,8.0,5.8
Rondell Mealey,7.0,45.0,0.0,6.4,2002,9.0,5.0
Daimon Shelton,7.0,34.0,0.0,4.9,2002,9.0,3.8
Mike Cloud,6.0,48.0,0.0,8.0,2002,9.0,5.3
James Fenderson,6.0,38.0,0.0,6.3,2002,10.0,3.8
Jim Finn,6.0,31.0,0.0,5.2,2002,9.0,3.4
Rudi Johnson,6.0,34.0,0.0,5.7,2002,10.0,3.4
Jarrod Baxter,5.0,33.0,1.0,6.6,2002,10.0,3.3
Sean Bennett,5.0,37.0,0.0,7.4,2002,6.0,6.2
Derrick Blaylock,5.0,47.0,0.0,9.4,2002,10.0,4.7
Najeh Davenport,5.0,33.0,0.0,6.6,2002,9.0,3.7
Reuben Droughns,5.0,53.0,1.0,10.6,2002,7.0,7.6
Paul Smith,5.0,33.0,0.0,6.6,2002,8.0,4.1
Trung Canidate,4.0,31.0,0.0,7.8,2002,6.0,5.2
Jameel Cook,4.0,43.0,0.0,10.8,2002,6.0,7.2
Phillip Crosby,4.0,33.0,0.0,8.3,2002,8.0,4.1
Lamont Warren,4.0,56.0,2.0,14.0,2002,12.0,4.7
Damien Anderson,3.0,36.0,0.0,12.0,2002,7.0,5.1
Jesse Chatman,3.0,44.0,0.0,14.7,2002,3.0,14.7
Omar Easy,3.0,23.0,1.0,7.7,2002,5.0,4.6
Verron Haynes,3.0,10.0,0.0,3.3,2002,7.0,1.4
James Jackson,3.0,9.0,0.0,3.0,2002,6.0,1.5
Maurice Morris,3.0,25.0,0.0,8.3,2002,3.0,8.3
Sammy Morris,3.0,48.0,0.0,16.0,2002,4.0,12.0
Chad Morton,3.0,19.0,0.0,6.3,2002,5.0,3.8
Adrian Peterson,3.0,18.0,0.0,6.0,2002,4.0,4.5
Chris Fuamatu-Ma'afala,2.0,12.0,0.0,6.0,2002,3.0,4.0
Jay Graham,2.0,6.0,0.0,3.0,2002,2.0,3.0
Randy Jordan,2.0,19.0,0.0,9.5,2002,4.0,4.8
George Layne,2.0,11.0,0.0,5.5,2002,2.0,5.5
J.R. Redmond,2.0,5.0,0.0,2.5,2002,3.0,1.7
Stephen Trejo,2.0,13.0,0.0,6.5,2002,4.0,3.3
Shawn Bryson,1.0,9.0,0.0,9.0,2002,3.0,3.0
Rafael Cooper,1.0,4.0,0.0,4.0,2002,3.0,1.3
Chris Hetherington,1.0,2.0,0.0,2.0,2002,2.0,1.0
Delvin Joyce,1.0,5.0,0.0,5.0,2002,2.0,2.5
Jason McKie,1.0,7.0,0.0,7.0,2002,1.0,7.0
Detron Smith,1.0,14.0,0.0,14.0,2002,1.0,14.0
Travis Stephens,1.0,6.0,0.0,6.0,2002,1.0,6.0
Patrick Washington,1.0,5.0,0.0,5.0,2002,3.0,1.7
Ricky Williams,1.0,20.0,1.0,20.0,2002,2.0,10.0
R.J. Bowers,0.0,0.0,0.0,0.0,2002,1.0,0.0
Joe Burns,0.0,0.0,0.0,0.0,2002,0.0,0.0
Tony Carter,0.0,0.0,0.0,0.0,2002,1.0,0.0
Doug Chapman,0.0,0.0,0.0,0.0,2002,1.0,0.0
Zack Crockett,0.0,0.0,0.0,0.0,2002,0.0,0.0
Autry Denson,0.0,0.0,0.0,0.0,2002,0.0,0.0
Madre Hill,0.0,0.0,0.0,0.0,2002,1.0,0.0
Richard Huntley,0.0,0.0,0.0,0.0,2002,0.0,0.0
Travis Jervey,0.0,0.0,0.0,0.0,2002,0.0,0.0
Elvis Joseph,0.0,0.0,0.0,0.0,2002,1.0,0.0
Curtis Keaton,0.0,0.0,0.0,0.0,2002,0.0,0.0
Chris Massey,0.0,0.0,0.0,0.0,2002,1.0,0.0
Fred McAfee,0.0,0.0,0.0,0.0,2002,0.0,0.0
Dennis McKinley,0.0,0.0,0.0,0.0,2002,1.0,0.0
Travis Minor,0.0,0.0,0.0,0.0,2002,0.0,0.0
Joe Montgomery,0.0,0.0,0.0,0.0,2002,0.0,0.0
Patrick Pass,0.0,0.0,0.0,0.0,2002,0.0,0.0
Rod Smart,0.0,0.0,0.0,0.0,2002,0.0,0.0
LaDainian Tomlinson,100.0,725.0,4.0,7.3,2003,137.0,5.3
Michael Pittman,75.0,597.0,2.0,8.0,2003,121.0,4.9
Priest Holmes,74.0,690.0,0.0,9.3,2003,90.0,7.7
Richie Anderson,69.0,493.0,4.0,7.1,2003,87.0,5.7
Tiki Barber,69.0,461.0,1.0,6.7,2003,98.0,4.7
Deuce McAllister,69.0,516.0,0.0,7.5,2003,87.0,5.9
Moe Williams,65.0,644.0,3.0,9.9,2003,87.0,7.4
Shawn Bryson,54.0,340.0,0.0,6.3,2003,72.0,4.7
Edgerrin James,51.0,292.0,0.0,5.7,2003,71.0,4.1
Ahman Green,50.0,367.0,5.0,7.3,2003,60.0,6.1
Ricky Williams,50.0,351.0,1.0,7.0,2003,62.0,5.7
Kevin Faulk,48.0,440.0,0.0,9.2,2003,67.0,6.6
Charlie Garner,48.0,386.0,1.0,8.0,2003,70.0,5.5
Fred Taylor,48.0,370.0,1.0,7.7,2003,74.0,5.0
Jerald Sowell,47.0,436.0,1.0,9.3,2003,60.0,7.3
Domanick Williams,47.0,351.0,0.0,7.5,2003,68.0,5.2
Jamel White,46.0,303.0,1.0,6.6,2003,69.0,4.4
Marshall Faulk,45.0,290.0,1.0,6.4,2003,61.0,4.8
Shaun Alexander,42.0,295.0,2.0,7.0,2003,59.0,5.0
Curtis Martin,42.0,262.0,0.0,6.2,2003,53.0,4.9
Amos Zereoue,40.0,310.0,0.0,7.8,2003,52.0,6.0
Clinton Portis,38.0,314.0,0.0,8.3,2003,51.0,6.2
Warrick Dunn,37.0,336.0,2.0,9.1,2003,52.0,6.5
Brian Westbrook,37.0,332.0,4.0,9.0,2003,48.0,6.9
Duce Staley,36.0,382.0,2.0,10.6,2003,47.0,8.1
Kevan Barlow,35.0,307.0,1.0,8.8,2003,44.0,7.0
Cory Schlesinger,34.0,247.0,2.0,7.3,2003,49.0,5.0
Marc Edwards,31.0,226.0,0.0,7.3,2003,43.0,5.3
Marcel Shipp,30.0,184.0,0.0,6.1,2003,37.0,5.0
Mack Strong,29.0,216.0,0.0,7.4,2003,33.0,6.5
Travis Henry,28.0,158.0,1.0,5.6,2003,40.0,4.0
DeShaun Foster,26.0,207.0,2.0,8.0,2003,35.0,5.9
Jamal Lewis,26.0,205.0,0.0,7.9,2003,38.0,5.4
Brandon Bennett,25.0,176.0,1.0,7.0,2003,32.0,5.5
Garrison Hearst,25.0,211.0,1.0,8.4,2003,38.0,5.6
William Henderson,24.0,214.0,3.0,8.9,2003,34.0,6.3
Thomas Jones,24.0,180.0,0.0,7.5,2003,31.0,5.8
Eddie George,22.0,163.0,0.0,7.4,2003,31.0,5.3
Ricky Williams,22.0,157.0,1.0,7.1,2003,29.0,5.4
Tony Fisher,21.0,206.0,2.0,9.8,2003,25.0,8.2
Justin Griffith,21.0,122.0,2.0,5.8,2003,34.0,3.6
Rudi Johnson,21.0,146.0,0.0,7.0,2003,23.0,6.3
Jameel Cook,20.0,120.0,1.0,6.0,2003,30.0,4.0
Chester Taylor,20.0,132.0,0.0,6.6,2003,27.0,4.9
Fred Beasley,19.0,184.0,1.0,9.7,2003,28.0,6.6
Larry Centers,19.0,106.0,1.0,5.6,2003,34.0,3.1
Robert Holcombe,19.0,121.0,1.0,6.4,2003,25.0,4.8
Rock Cartwright,18.0,176.0,0.0,9.8,2003,28.0,6.3
Stanley Pritchett,18.0,83.0,0.0,4.6,2003,27.0,3.1
Aveion Cason,17.0,142.0,0.0,8.4,2003,20.0,7.1
Troy Hambrick,17.0,99.0,0.0,5.8,2003,24.0,4.1
Jon Ritchie,17.0,86.0,3.0,5.1,2003,26.0,3.3
Rob Konrad,16.0,166.0,0.0,10.4,2003,19.0,8.7
Lorenzo Neal,16.0,62.0,0.0,3.9,2003,25.0,2.5
Ladell Betts,15.0,167.0,0.0,11.1,2003,23.0,7.3
Derrick Blaylock,15.0,181.0,1.0,12.1,2003,22.0,8.2
Arlen Harris,15.0,102.0,0.0,6.8,2003,19.0,5.4
Jeremi Johnson,15.0,82.0,1.0,5.5,2003,20.0,4.1
Chad Morton,15.0,187.0,1.0,12.5,2003,26.0,7.2
Onterrio Smith,15.0,129.0,0.0,8.6,2003,20.0,6.5
Stephen Davis,14.0,159.0,0.0,11.4,2003,17.0,9.4
Jim Finn,14.0,115.0,0.0,8.2,2003,20.0,5.8
James Hodgins,14.0,58.0,2.0,4.1,2003,19.0,3.1
James Jackson,14.0,114.0,0.0,8.1,2003,18.0,6.3
Sammy Morris,14.0,100.0,0.0,7.1,2003,17.0,5.9
Antowain Smith,14.0,92.0,0.0,6.6,2003,16.0,5.8
Emmitt Smith,14.0,107.0,0.0,7.6,2003,19.0,5.6
LaBrandon Toefield,14.0,105.0,1.0,7.5,2003,16.0,6.6
Jerome Bettis,13.0,86.0,0.0,6.6,2003,22.0,3.9
Olandis Gary,13.0,69.0,0.0,5.3,2003,22.0,3.1
Mike Anderson,12.0,53.0,2.0,4.4,2003,15.0,3.5
Obafemi Ayanbadejo,12.0,53.0,0.0,4.4,2003,13.0,4.1
Michael Bennett,12.0,132.0,0.0,11.0,2003,14.0,9.4
Nick Goings,12.0,97.0,1.0,8.1,2003,14.0,6.9
Brad Hoover,12.0,72.0,1.0,6.0,2003,20.0,3.6
Tony Richardson,12.0,76.0,0.0,6.3,2003,16.0,4.8
Tyrone Wheatley,12.0,120.0,0.0,10.0,2003,18.0,6.7
Corey Dillon,11.0,71.0,0.0,6.5,2003,18.0,3.9
T.J. Duckett,11.0,94.0,0.0,8.5,2003,13.0,7.2
Sam Gash,11.0,83.0,0.0,7.5,2003,13.0,6.4
LaMont Jordan,11.0,101.0,0.0,9.2,2003,13.0,7.8
Mike Alstott,10.0,83.0,0.0,8.3,2003,12.0,6.9
Correll Buckhalter,10.0,133.0,1.0,13.3,2003,14.0,9.5
Trung Canidate,10.0,71.0,1.0,7.1,2003,15.0,4.7
William Green,10.0,50.0,0.0,5.0,2003,14.0,3.6
Reuben Droughns,9.0,87.0,2.0,9.7,2003,12.0,7.3
Bryan Johnson,9.0,71.0,0.0,7.9,2003,12.0,5.9
Dan Kreider,9.0,107.0,0.0,11.9,2003,24.0,4.5
Stacey Mack,9.0,55.0,0.0,6.1,2003,12.0,4.6
Alan Ricard,9.0,62.0,0.0,6.9,2003,15.0,4.1
Aaron Stecker,9.0,48.0,1.0,5.3,2003,12.0,4.0
Anthony Thomas,9.0,36.0,0.0,4.0,2003,14.0,2.6
Rabih Abdullah,8.0,55.0,0.0,6.9,2003,9.0,6.1
Chris Brown,8.0,61.0,0.0,7.6,2003,9.0,6.8
Lamar Gordon,8.0,59.0,0.0,7.4,2003,13.0,4.5
Quentin Griffin,8.0,61.0,0.0,7.6,2003,11.0,5.5
Joe Burns,7.0,62.0,0.0,8.9,2003,9.0,6.9
Zack Crockett,7.0,53.0,0.0,7.6,2003,12.0,4.4
Verron Haynes,7.0,57.0,0.0,8.1,2003,10.0,5.7
Moran Norris,7.0,40.0,0.0,5.7,2003,10.0,4.0
David Allen,6.0,60.0,1.0,10.0,2003,7.0,8.6
Damien Anderson,6.0,36.0,0.0,6.0,2003,12.0,3.0
Najeh Davenport,6.0,38.0,0.0,6.3,2003,10.0,3.8
Dominic Rhodes,6.0,62.0,1.0,10.3,2003,7.0,8.9
Terrelle Smith,6.0,28.0,0.0,4.7,2003,10.0,2.8
Charles Stackhouse,6.0,30.0,0.0,5.0,2003,7.0,4.3
Jesse Chatman,5.0,54.0,0.0,10.8,2003,5.0,10.8
Dorsey Levens,5.0,39.0,0.0,7.8,2003,7.0,5.6
Artose Pinner,5.0,40.0,0.0,8.0,2003,7.0,5.7
Paul Smith,5.0,45.0,0.0,9.0,2003,6.0,7.5
Avon Cobourne,4.0,30.0,0.0,7.5,2003,9.0,3.3
Travis Minor,4.0,13.0,0.0,3.3,2003,5.0,2.6
Brian Mitchell,4.0,38.0,0.0,9.5,2003,5.0,7.6
Maurice Morris,4.0,32.0,1.0,8.0,2003,6.0,5.3
Adrian Murrell,4.0,32.0,0.0,8.0,2003,4.0,8.0
Patrick Pass,4.0,21.0,0.0,5.3,2003,8.0,2.6
Omar Easy,3.0,19.0,0.0,6.3,2003,5.0,3.8
Brock Forsey,3.0,37.0,0.0,12.3,2003,5.0,7.4
Delvin Joyce,3.0,7.0,0.0,2.3,2003,5.0,1.4
Sultan McCullough,3.0,13.0,0.0,4.3,2003,3.0,4.3
John Simon,3.0,21.0,0.0,7.0,2003,3.0,7.0
Rod Smart,3.0,11.0,0.0,3.7,2003,3.0,3.7
John Avery,2.0,24.0,1.0,12.0,2003,4.0,6.0
Heath Evans,2.0,34.0,0.0,17.0,2003,2.0,17.0
Justin Fargas,2.0,2.0,0.0,1.0,2003,3.0,0.7
Chris Hetherington,2.0,23.0,0.0,11.5,2003,4.0,5.8
Tony Hollings,2.0,25.0,0.0,12.5,2003,6.0,4.2
Jamar Martin,2.0,9.0,0.0,4.5,2003,4.0,2.3
Fred McCrary,2.0,12.0,0.0,6.0,2003,5.0,2.4
Lee Suggs,2.0,0.0,0.0,0.0,2003,4.0,0.0
Jonathan Wells,2.0,17.0,0.0,8.5,2003,4.0,4.3
Darian Barnes,1.0,6.0,0.0,6.0,2003,1.0,6.0
R.J. Bowers,1.0,2.0,1.0,2.0,2003,2.0,1.0
Ki-Jana Carter,1.0,11.0,0.0,11.0,2003,3.0,3.7
Doug Chapman,1.0,8.0,0.0,8.0,2003,1.0,8.0
Mike Cloud,1.0,8.0,0.0,8.0,2003,2.0,4.0
James Fenderson,1.0,5.0,0.0,5.0,2003,1.0,5.0
Chris Fuamatu-Ma'afala,1.0,2.0,0.0,2.0,2003,2.0,1.0
Larry Johnson,1.0,2.0,0.0,2.0,2003,3.0,0.7
George Layne,1.0,3.0,0.0,3.0,2003,2.0,1.5
Nick Luchey,1.0,12.0,0.0,12.0,2003,2.0,6.0
Reno Mahe,1.0,5.0,0.0,5.0,2003,2.0,2.5
James Mungro,1.0,-4.0,0.0,-4.0,2003,5.0,-0.8
Spencer Nead,1.0,6.0,0.0,6.0,2003,1.0,6.0
Adrian Peterson,1.0,5.0,0.0,5.0,2003,1.0,5.0
J.R. Redmond,1.0,6.0,0.0,6.0,2003,2.0,3.0
Josh Scobey,1.0,9.0,0.0,9.0,2003,1.0,9.0
Lamar Smith,1.0,2.0,0.0,2.0,2003,1.0,2.0
Stephen Trejo,1.0,2.0,0.0,2.0,2003,1.0,2.0
B.J. Askew,0.0,0.0,0.0,0.0,2003,0.0,0.0
Erik Bickerstaff,0.0,0.0,0.0,0.0,2003,0.0,0.0
Kerry Carter,0.0,0.0,0.0,0.0,2003,0.0,0.0
Greg Comella,0.0,0.0,0.0,0.0,2003,1.0,0.0
Woodrow Dantzler,0.0,0.0,0.0,0.0,2003,0.0,0.0
Joey Goodspeed,0.0,0.0,0.0,0.0,2003,1.0,0.0
Ronney Jenkins,0.0,0.0,0.0,0.0,2003,1.0,0.0
Leon Johnson,0.0,0.0,0.0,0.0,2003,2.0,0.0
Chris Massey,0.0,0.0,0.0,0.0,2003,0.0,0.0
Fred McAfee,0.0,0.0,0.0,0.0,2003,0.0,0.0
Jamal Robertson,0.0,0.0,0.0,0.0,2003,2.0,0.0
Charlie Rogers,0.0,0.0,0.0,0.0,2003,1.0,0.0
Cecil Sapp,0.0,0.0,0.0,0.0,2003,0.0,0.0
Ken Simonton,0.0,0.0,0.0,0.0,2003,0.0,0.0
Musa Smith,0.0,0.0,0.0,0.0,2003,0.0,0.0
Brian Westbrook,73.0,703.0,6.0,9.6,2004,87.0,8.1
Domanick Williams,68.0,588.0,1.0,8.6,2004,84.0,7.0
Thomas Jones,56.0,427.0,0.0,7.6,2004,72.0,5.9
LaDainian Tomlinson,53.0,441.0,1.0,8.3,2004,66.0,6.7
Tiki Barber,52.0,578.0,2.0,11.1,2004,79.0,7.3
Edgerrin James,51.0,483.0,0.0,9.5,2004,60.0,8.1
Marshall Faulk,50.0,310.0,1.0,6.2,2004,65.0,4.8
Nick Goings,45.0,394.0,1.0,8.8,2004,61.0,6.5
Jerald Sowell,45.0,342.0,1.0,7.6,2004,59.0,5.8
Shawn Bryson,44.0,322.0,0.0,7.3,2004,57.0,5.6
Curtis Martin,41.0,245.0,2.0,6.0,2004,49.0,5.0
Michael Pittman,41.0,391.0,3.0,9.5,2004,65.0,6.0
Ahman Green,40.0,275.0,1.0,6.9,2004,51.0,5.4
Clinton Portis,40.0,235.0,2.0,5.9,2004,57.0,4.1
Amos Zereoue,39.0,284.0,0.0,7.3,2004,48.0,5.9
Tony Fisher,38.0,277.0,2.0,7.3,2004,44.0,6.3
Onterrio Smith,36.0,394.0,2.0,10.9,2004,45.0,8.8
Fred Taylor,36.0,345.0,1.0,9.6,2004,58.0,5.9
Kevan Barlow,35.0,212.0,0.0,6.1,2004,45.0,4.7
William Henderson,34.0,239.0,3.0,7.0,2004,40.0,6.0
Deuce McAllister,34.0,228.0,0.0,6.7,2004,48.0,4.8
Reuben Droughns,32.0,241.0,2.0,7.5,2004,44.0,5.5
J.R. Redmond,32.0,233.0,0.0,7.3,2004,50.0,4.7
Chester Taylor,30.0,184.0,0.0,6.1,2004,38.0,4.8
Mike Alstott,29.0,202.0,0.0,7.0,2004,41.0,4.9
Warrick Dunn,29.0,294.0,0.0,10.1,2004,39.0,7.5
Aaron Stecker,29.0,174.0,0.0,6.0,2004,38.0,4.6
Kevin Jones,28.0,180.0,1.0,6.4,2004,41.0,4.4
Patrick Pass,28.0,215.0,0.0,7.7,2004,32.0,6.7
LaBrandon Toefield,28.0,151.0,1.0,5.4,2004,34.0,4.4
Mewelde Moore,27.0,238.0,0.0,8.8,2004,32.0,7.4
Richie Anderson,26.0,207.0,0.0,8.0,2004,41.0,5.0
Kevin Faulk,26.0,248.0,1.0,9.5,2004,30.0,8.3
Derrick Blaylock,25.0,246.0,1.0,9.8,2004,36.0,6.8
Kenny Watson,25.0,171.0,1.0,6.8,2004,35.0,4.9
Shaun Alexander,23.0,170.0,4.0,7.4,2004,38.0,4.5
Justin Griffith,22.0,220.0,1.0,10.0,2004,31.0,7.1
Larry Johnson,22.0,278.0,2.0,12.6,2004,29.0,9.6
Willis McGahee,22.0,169.0,0.0,7.7,2004,36.0,4.7
Sammy Morris,22.0,124.0,0.0,5.6,2004,28.0,4.4
Antowain Smith,22.0,169.0,0.0,7.7,2004,26.0,6.5
Michael Bennett,21.0,207.0,1.0,9.9,2004,23.0,9.0
Brad Hoover,21.0,161.0,2.0,7.7,2004,32.0,5.0
Terry Jackson,21.0,139.0,0.0,6.6,2004,30.0,4.6
